name,Type,Orbit (AU),e,Value ($),Est. Profit ($),Δv (km/s),Group
2018 TK1,?,2.56,0.47,0,0,9.995,MCA
2018 TJ1,?,2.479,0.357,0,0,8.156,MCA
2018 TH1,?,1.997,0.129,0,0,9.325,IMB
2018 TG1,?,2.726,0.372,0,0,12.497,MBA
2018 TF1,?,2.751,0.415,0,0,8.71,MCA
2018 TE1,?,3.245,0.416,0,0,14.622,OMB
2018 TD1,?,1.894,0.08,0,0,10.754,IMB
2018 TC1,?,2.75,0.43,0,0,12.422,MCA
2018 TB1,?,1.898,0.303,0,0,7.209,MCA
2018 TA1,?,2.605,0.294,0,0,14.26,MBA
2018 TZ,?,1.268,0.256,0,0,8.094,APO
2018 TY,?,1.463,0.145,0,0,8.478,AMO
2018 TX,?,1.815,0.437,0,0,5.633,AMO
2018 TW,?,2.674,0.533,0,0,8.953,AMO
2018 TV,?,1.643,0.433,0,0,5.522,APO
2018 TU,?,1.378,0.437,0,0,6.214,APO
2018 TT,?,1.537,0.308,0,0,6.732,AMO
2018 TS,?,2.455,0.564,0,0,6.478,AMO
2018 TR,?,1.058,0.185,0,0,5.275,APO
2018 TQ,?,1.955,0.353,0,0,7.111,AMO
2018 TP,?,1.362,0.464,0,0,8.477,APO (PHA)
2018 TO,?,2.567,0.404,0,0,11.826,MCA
2018 TN,?,2.015,0.199,0,0,11.864,MCA
2018 TM,?,2.492,0.412,0,0,7.769,MCA
2018 TL,?,2.598,0.413,0,0,8.709,MCA
2018 TK,?,1.841,0.029,0,0,9.601,IMB
2018 TJ,?,2.496,0.47,0,0,8.376,MCA
2018 TH,?,2.601,0.352,0,0,8.458,MBA
2018 TG,?,1.931,0.056,0,0,10.786,IMB
2018 TF,?,1.967,0.046,0,0,11.327,IMB
2018 TD,?,2.756,0.351,0,0,9.945,MBA
2018 TC,?,1.229,0.225,0,0,4.555,APO
2018 TB,?,2.394,0.582,0,0,6.385,APO
2018 TA,?,1.291,0.188,0,0,4.752,AMO
2018 SC16,?,2.762,0.258,0,0,9.367,MBA
2018 SB16,?,2.737,0.303,0,0,8.823,MBA
2018 SA16,?,2.944,0.202,0,0,9.772,MBA
2018 SZ15,?,2.689,0.209,0,0,9.518,MBA
2018 SX15,?,3.14,0.174,0,0,10.726,MBA
2018 SV15,?,2.323,0.228,0,0,10.718,MBA
2018 SU15,?,3.12,0.183,0,0,11.444,MBA
2018 SS15,?,2.882,0.162,0,0,9.835,MBA
2018 SQ15,?,2.563,0.211,0,0,9.721,MBA
2018 SP15,?,2.272,0.197,0,0,8.698,MBA
2018 SN15,?,2.695,0.291,0,0,9.272,MBA
2018 SM15,?,2.927,0.201,0,0,9.868,MBA
2018 SL15,?,3.973,0.351,0,0,10.51,OMB
2018 SK15,?,2.251,0.109,0,0,9.04,MBA
2018 SJ15,?,1.743,0.133,0,0,9.803,MCA
2018 SH15,?,2.18,0.163,0,0,8.554,MBA
2018 SG15,?,2.761,0.211,0,0,10.077,MBA
2018 SF15,?,2.432,0.252,0,0,8.599,MBA
2018 SE15,?,2.758,0.107,0,0,9.893,MBA
2018 SD15,?,2.289,0.211,0,0,8.381,MBA
2018 SC15,?,2.358,0.272,0,0,10.664,MBA
2018 SB15,?,2.044,0.113,0,0,11.665,MBA
2018 SA15,?,1.917,0.128,0,0,10.005,IMB
2018 SY14,?,2.602,0.215,0,0,9.051,MBA
2018 SX14,?,2.605,0.264,0,0,9.477,MBA
2018 SW14,?,2.972,0.099,0,0,10.672,MBA
2018 SV14,?,2.709,0.04,0,0,10.341,MBA
2018 SU14,?,3.177,0.328,0,0,11.89,MBA
2018 ST14,?,3.022,0.023,0,0,11.219,MBA
2018 SS14,?,2.363,0.189,0,0,8.779,MBA
2018 SR14,?,1.92,0.101,0,0,10.556,IMB
2018 SQ14,?,2.55,0.234,0,0,9.791,MBA
2018 SP14,?,2.772,0.327,0,0,8.981,MBA
2018 SO14,?,2.64,0.384,0,0,8.39,MCA
2018 SN14,?,3.084,0.282,0,0,11.328,MBA
2018 SM14,?,2.587,0.287,0,0,9.352,MBA
2018 SL14,?,2.328,0.208,0,0,8.866,MBA
2018 SK14,?,2.607,0.188,0,0,9.767,MBA
2018 SJ14,?,3.155,0.253,0,0,10.932,MBA
2018 SF14,?,3.173,0.224,0,0,10.366,MBA
2018 SE14,?,2.332,0.257,0,0,8.25,MBA
2018 SD14,?,2.369,0.202,0,0,11.292,MBA
2018 SC14,?,2.774,0.021,0,0,10.408,MBA
2018 SB14,?,2.759,0.041,0,0,10.276,MBA
2018 SA14,?,2.592,0.243,0,0,8.902,MBA
2018 SZ13,?,2.603,0.183,0,0,10.034,MBA
2018 SY13,?,2.944,0.04,0,0,10.85,MBA
2018 SX13,?,2.631,0.119,0,0,10.236,MBA
2018 SW13,?,2.589,0.224,0,0,8.972,MBA
2018 SV13,?,1.225,0.265,0,0,5.516,APO
2018 SU13,?,2.671,0.187,0,0,10.124,MBA
2018 SS13,?,2.697,0.202,0,0,9.822,MBA
2018 SQ13,?,155.724,0.981,0,0,26.066,TNO
2018 SG13,?,3.165,0.203,0,0,12.762,MBA
2018 SF13,?,2.739,0.104,0,0,10.754,MBA
2018 SE13,?,3.158,0.313,0,0,10.228,MBA
2018 SD13,?,2.73,0.129,0,0,12.648,MBA
2018 SB13,?,3.108,0.308,0,0,9.896,MBA
2018 SA13,?,3.04,0.189,0,0,10.805,MBA
2018 SZ12,?,2.168,0.182,0,0,8.275,MBA
2018 SY12,?,2.786,0.214,0,0,9.419,MBA
2018 SX12,?,2.373,0.263,0,0,8.465,MBA
2018 SV12,?,2.563,0.143,0,0,9.891,MBA
2018 SU12,?,1.961,0.109,0,0,9.908,IMB
2018 SS12,?,2.346,0.206,0,0,8.507,MBA
2018 SQ12,?,3.084,0.12,0,0,10.712,MBA
2018 SO12,?,2.647,0.263,0,0,9.441,MBA
2018 SN12,?,3.176,0.213,0,0,11.441,MBA
2018 SM12,?,2.571,0.135,0,0,10.338,MBA
2018 SL12,?,2.643,0.3,0,0,9.755,MBA
2018 SJ12,?,2.71,0.206,0,0,10.162,MBA
2018 SH12,?,2.724,0.342,0,0,8.928,MBA
2018 SG12,?,2.201,0.186,0,0,8.422,MBA
2018 SF12,?,2.796,0.296,0,0,9.346,MBA
2018 SE12,?,2.294,0.256,0,0,10.672,MBA
2018 SC12,?,2.329,0.129,0,0,9.059,MBA
2018 SB12,?,2.19,0.153,0,0,8.52,MBA
2018 SA12,?,2.697,0.231,0,0,9.935,MBA
2018 SZ11,?,2.86,0.086,0,0,10.228,MBA
2018 SY11,?,3.161,0.106,0,0,13.572,MBA
2018 SX11,?,2.448,0.156,0,0,9.242,MBA
2018 SW11,?,2.373,0.216,0,0,8.512,MBA
2018 SV11,?,2.643,0.299,0,0,9.472,MBA
2018 SU11,?,3.002,0.458,0,0,8.557,MCA
2018 ST11,?,3.188,0.273,0,0,10.456,MBA
2018 SR11,?,2.272,0.196,0,0,8.603,MBA
2018 SQ11,?,2.587,0.259,0,0,10.088,MBA
2018 SO11,?,3.01,0.325,0,0,9.247,MBA
2018 SN11,?,2.755,0.258,0,0,13.954,MBA
2018 SM11,?,3.159,0.276,0,0,10.672,MBA
2018 SL11,?,2.724,0.258,0,0,9.853,MBA
2018 SK11,?,2.718,0.124,0,0,9.747,MBA
2018 SJ11,?,3.057,0.165,0,0,10.099,MBA
2018 SH11,?,3.106,0.143,0,0,10.291,MBA
2018 SG11,?,2.737,0.2,0,0,9.617,MBA
2018 SF11,?,2.648,0.235,0,0,9.236,MBA
2018 SE11,?,2.569,0.189,0,0,9.721,MBA
2018 SB11,?,3.044,0.132,0,0,11.656,MBA
2018 SA11,?,2.43,0.103,0,0,10.406,MBA
2018 SZ10,?,2.572,0.148,0,0,9.58,MBA
2018 SY10,?,2.276,0.235,0,0,8.337,MBA
2018 SX10,?,3.166,0.064,0,0,11.232,MBA
2018 SW10,?,2.87,0.145,0,0,11.146,MBA
2018 SV10,?,2.3,0.167,0,0,8.821,MBA
2018 SU10,?,2.328,0.219,0,0,8.39,MBA
2018 SR10,?,2.43,0.192,0,0,8.985,MBA
2018 SP10,?,3.177,0.338,0,0,12.376,MBA
2018 SO10,?,2.68,0.279,0,0,9.7,MBA
2018 SN10,?,2.661,0.211,0,0,9.292,MBA
2018 SM10,?,2.724,0.212,0,0,9.972,MBA
2018 SK10,?,3.151,0.076,0,0,10.977,MBA
2018 SH10,?,3.19,0.283,0,0,10.397,MBA
2018 SG10,?,2.97,0.157,0,0,10.544,MBA
2018 SF10,?,3.068,0.229,0,0,10.587,MBA
2018 SE10,?,2.581,0.195,0,0,9.443,MBA
2018 SD10,?,2.437,0.259,0,0,9.673,MBA
2018 SC10,?,2.168,0.235,0,0,8.056,MCA
2018 SA10,?,2.325,0.178,0,0,8.599,MBA
2018 SZ9,?,2.606,0.27,0,0,10.233,MBA
2018 SY9,?,3.084,0.24,0,0,9.749,MBA
2018 SW9,?,2.162,0.285,0,0,7.886,MCA
2018 SU9,?,3.165,0.302,0,0,11.768,MBA
2018 ST9,?,2.663,0.116,0,0,12.536,MBA
2018 SS9,?,2.56,0.054,0,0,12.007,MBA
2018 SR9,?,3.152,0.039,0,0,11.057,MBA
2018 SQ9,?,3.298,0.14,0,0,10.539,OMB
2018 SP9,?,2.848,0.191,0,0,9.907,MBA
2018 SO9,?,2.741,0.223,0,0,9.562,MBA
2018 SN9,?,2.18,0.203,0,0,8.192,MBA
2018 SM9,?,2.288,0.233,0,0,8.242,MBA
2018 SL9,?,3.908,0.308,0,0,10.611,OMB
2018 SK9,?,2.659,0.054,0,0,12.253,MBA
2018 SJ9,?,2.57,0.266,0,0,12.958,MBA
2018 SH9,?,2.686,0.307,0,0,9.923,MBA
2018 SE9,?,3.171,0.306,0,0,10.097,MBA
2018 SD9,?,2.673,0.283,0,0,8.956,MBA
2018 SC9,?,2.596,0.294,0,0,8.711,MBA
2018 SB9,?,1.911,0.021,0,0,11.766,IMB
2018 SA9,?,3.07,0.291,0,0,10.342,MBA
2018 SW8,?,3.062,0.147,0,0,10.517,MBA
2018 SV8,?,2.416,0.31,0,0,8.93,MBA
2018 SU8,?,2.73,0.227,0,0,9.459,MBA
2018 ST8,?,2.676,0.152,0,0,9.576,MBA
2018 SS8,?,2.991,0.204,0,0,10.536,MBA
2018 SR8,?,2.617,0.216,0,0,9.969,MBA
2018 SQ8,?,2.56,0.347,0,0,8.461,MBA
2018 SP8,?,2.655,0.364,0,0,8.635,MBA
2018 SO8,?,2.787,0.198,0,0,10.309,MBA
2018 SN8,?,2.422,0.104,0,0,9.48,MBA
2018 SM8,?,2.66,0.26,0,0,9.876,MBA
2018 SL8,?,2.629,0.153,0,0,10.408,MBA
2018 SK8,?,3.112,0.185,0,0,12.712,MBA
2018 SJ8,?,2.654,0.136,0,0,10.454,MBA
2018 SH8,?,3.089,0.152,0,0,11.094,MBA
2018 SG8,?,2.643,0.184,0,0,9.36,MBA
2018 SF8,?,2.577,0.206,0,0,9.664,MBA
2018 SE8,?,2.675,0.225,0,0,10.391,MBA
2018 SD8,?,3.15,0.232,0,0,10.16,MBA
2018 SB8,?,2.247,0.272,0,0,8.084,MCA
2018 SA8,?,2.673,0.161,0,0,9.508,MBA
2018 SZ7,?,2.404,0.197,0,0,8.677,MBA
2018 SY7,?,2.628,0.284,0,0,9.493,MBA
2018 SV7,?,3.178,0.144,0,0,13.131,MBA
2018 SR7,?,2.367,0.263,0,0,8.475,MBA
2018 SQ7,?,2.588,0.288,0,0,9.514,MBA
2018 SO7,?,2.698,0.266,0,0,9.889,MBA
2018 SM7,?,2.804,0.25,0,0,10.216,MBA
2018 SL7,?,2.301,0.123,0,0,9.085,MBA
2018 SK7,?,3.035,0.185,0,0,10.655,MBA
2018 SJ7,?,2.639,0.304,0,0,9.429,MBA
2018 SH7,?,2.149,0.194,0,0,8.139,MBA
2018 SG7,?,2.285,0.208,0,0,8.614,MBA
2018 SF7,?,3.192,0.149,0,0,13.18,MBA
2018 SE7,?,3.076,0.275,0,0,10.415,MBA
2018 SD7,?,1.858,0.085,0,0,10.189,IMB
2018 SC7,?,3.026,0.357,0,0,9.369,MBA
2018 SB7,?,2.72,0.11,0,0,10.428,MBA
2018 SZ6,?,3.016,0.131,0,0,10.512,MBA
2018 SY6,?,2.209,0.142,0,0,8.669,MBA
2018 SX6,?,1.908,0.067,0,0,10.378,IMB
2018 SW6,?,2.426,0.186,0,0,9.898,MBA
2018 SV6,?,3.047,0.257,0,0,9.711,MBA
2018 SU6,?,2.583,0.384,0,0,8.164,MCA
2018 ST6,?,2.465,0.19,0,0,9.269,MBA
2018 SR6,?,2.743,0.24,0,0,9.456,MBA
2018 SP6,?,2.263,0.118,0,0,8.975,MBA
2018 SO6,?,3.135,0.156,0,0,12.957,MBA
2018 SN6,?,2.315,0.112,0,0,9.079,MBA
2018 SM6,?,2.33,0.228,0,0,8.43,MBA
2018 SK6,?,2.325,0.304,0,0,8.086,MCA
2018 SH6,?,2.647,0.1,0,0,10.017,MBA
2018 SG6,?,1.922,0.09,0,0,10.126,IMB
2018 SF6,?,2.691,0.147,0,0,10.438,MBA
2018 SD6,?,3.084,0.145,0,0,11.165,MBA
2018 SB6,?,3.195,0.186,0,0,11.013,MBA
2018 SA6,?,3.252,0.294,0,0,12.315,OMB
2018 SX5,?,2.71,0.214,0,0,10.075,MBA
2018 SW5,?,2.57,0.253,0,0,9.561,MBA
2018 SV5,?,2.806,0.221,0,0,11.905,MBA
2018 SU5,?,2.604,0.2,0,0,9.778,MBA
2018 ST5,?,2.57,0.163,0,0,10.33,MBA
2018 SS5,?,3.209,0.188,0,0,12.767,OMB
2018 SQ5,?,2.609,0.169,0,0,9.361,MBA
2018 SP5,?,2.185,0.219,0,0,8.064,MBA
2018 SO5,?,2.355,0.172,0,0,8.821,MBA
2018 SN5,?,3.186,0.143,0,0,10.598,MBA
2018 SM5,?,2.612,0.318,0,0,9.204,MBA
2018 SL5,?,2.727,0.181,0,0,10.09,MBA
2018 SK5,?,2.386,0.261,0,0,8.907,MBA
2018 SH5,?,3.006,0.396,0,0,9.485,MBA
2018 SG5,?,2.722,0.293,0,0,9.337,MBA
2018 SD5,?,2.788,0.099,0,0,10.426,MBA
2018 SC5,?,2.386,0.136,0,0,9.264,MBA
2018 SB5,?,2.896,0.162,0,0,10.045,MBA
2018 SZ4,?,2.293,0.26,0,0,8.152,MBA
2018 SY4,?,2.189,0.164,0,0,8.357,MBA
2018 SX4,?,2.801,0.18,0,0,9.932,MBA
2018 SW4,?,2.586,0.122,0,0,9.952,MBA
2018 SV4,?,2.719,0.203,0,0,9.623,MBA
2018 SU4,?,2.765,0.178,0,0,9.938,MBA
2018 ST4,?,3.14,0.305,0,0,11.88,MBA
2018 SS4,?,2.693,0.131,0,0,10.208,MBA
2018 SR4,?,3.104,0.105,0,0,12.517,MBA
2018 SQ4,?,2.651,0.278,0,0,9.382,MBA
2018 SP4,?,2.707,0.181,0,0,9.686,MBA
2018 SO4,?,3.022,0.242,0,0,9.652,MBA
2018 SN4,?,3.139,0.183,0,0,10.504,MBA
2018 SM4,?,3.11,0.125,0,0,10.92,MBA
2018 SL4,?,2.292,0.148,0,0,8.685,MBA
2018 SK4,?,2.603,0.346,0,0,11.562,MBA
2018 SJ4,?,2.623,0.259,0,0,9.493,MBA
2018 SH4,?,2.787,0.196,0,0,9.896,MBA
2018 SG4,?,3.123,0.114,0,0,11.532,MBA
2018 SF4,?,2.756,0.319,0,0,8.897,MBA
2018 SE4,?,3.006,0.137,0,0,10.371,MBA
2018 SD4,?,3.083,0.231,0,0,10.723,MBA
2018 SC4,?,3.2,0.07,0,0,11.13,MBA
2018 SB4,?,2.759,0.173,0,0,9.85,MBA
2018 SA4,?,2.625,0.303,0,0,8.731,MBA
2018 SY3,?,3.128,0.151,0,0,13.007,MBA
2018 SX3,?,2.594,0.304,0,0,11.97,MBA
2018 SW3,?,1.936,0.123,0,0,9.781,IMB
2018 SV3,?,1.882,0.33,0,0,10.18,AMO
2018 SU3,?,1.655,0.731,0,0,9.218,APO
2018 ST3,?,3.131,0.534,0,0,9.147,MCA
2018 SS3,?,2.521,0.421,0,0,10.858,MCA
2018 SR3,?,1.328,0.231,0,0,4.809,AMO
2018 SQ3,?,1.567,0.257,0,0,9.769,AMO
2018 SP3,?,2.592,0.684,0,0,7.223,APO
2018 SO3,?,2.687,0.695,0,0,7.617,APO
2018 SN3,?,1.553,0.407,0,0,5.324,APO
2018 SM3,?,2.272,0.542,0,0,6.702,AMO
2018 SL3,?,1.58,0.524,0,0,6.658,APO
2018 SK3,?,2.597,0.704,0,0,12.214,APO (PHA)
2018 SJ3,?,1.441,0.278,0,0,4.736,AMO
2018 SH3,?,1.609,0.399,0,0,8.138,APO
2018 SG3,?,1.195,0.223,0,0,4.948,APO
2018 SF3,?,1.012,0.152,0,0,5.452,APO
2018 SE3,?,1.177,0.019,0,0,15.889,AMO
2018 SD3,?,1.379,0.276,0,0,5.612,APO
2018 SC3,?,1.69,0.405,0,0,5.932,APO
2018 SB3,?,1.144,0.186,0,0,4.517,APO
2018 SA3,?,2.706,0.706,0,0,9.573,APO
2018 SZ2,?,2.227,0.498,0,0,6.396,AMO
2018 SY2,?,0.774,0.384,0,0,13.557,ATE
2018 SX2,?,1.353,0.297,0,0,5.623,APO (PHA)
2018 SW2,?,1.989,0.192,0,0,11.389,MCA
2018 SV2,?,2.58,0.415,0,0,11.165,MCA
2018 SU2,?,2.868,0.439,0,0,9.067,MCA
2018 ST2,?,2.575,0.236,0,0,13.958,MBA
2018 SS2,?,2.776,0.231,0,0,14.546,MBA
2018 SR2,?,2.442,0.571,0,0,6.423,AMO
2018 SQ2,?,1.817,0.427,0,0,6.231,AMO
2018 SP2,?,0.925,0.206,0,0,11.566,ATE
2018 SO2,?,0.836,0.321,0,0,7.899,ATE
2018 SN2,?,0.838,0.217,0,0,8.65,ATE
2018 SM2,?,2.279,0.598,0,0,6.47,APO
2018 SL2,?,2.203,0.397,0,0,7.38,MCA
2018 SK2,?,2.561,0.412,0,0,11.882,MCA
2018 SJ2,?,1.839,0.085,0,0,10.148,IMB
2018 SH2,?,2.607,0.26,0,0,13.055,MBA
2018 SG2,?,2.589,0.413,0,0,8.362,MCA
2018 SF2,?,1.828,0.625,0,0,7.326,APO
2018 SE2,?,1.107,0.199,0,0,8.359,APO
2018 SD2,?,0.93,0.111,0,0,5.233,ATE
2018 SC2,?,2.65,0.336,0,0,9.379,MBA
2018 SB2,?,1.319,0.722,0,0,10.039,APO
2018 SA2,?,2.23,0.522,0,0,6.713,AMO
2018 SZ1,?,2.308,0.208,0,0,11.258,MBA
2018 SY1,?,1.874,0.063,0,0,10.268,IMB
2018 SX1,?,2.583,0.385,0,0,11.205,MCA
2018 SW1,?,3.106,0.408,0,0,9.954,MBA
2018 SV1,?,1.854,0.082,0,0,10.175,IMB
2018 SU1,?,1.899,0.06,0,0,10.285,IMB
2018 ST1,?,2.436,0.629,0,0,6.75,APO
2018 SS1,?,1.515,0.332,0,0,8.534,APO
2018 SR1,?,2.493,0.58,0,0,8.884,AMO
2018 SQ1,?,2.088,0.667,0,0,7.605,APO
2018 SP1,?,1.762,0.598,0,0,7.146,APO
2018 SO1,?,1.716,0.176,0,0,12.193,MCA
2018 SN1,?,2.659,0.392,0,0,8.322,MCA
2018 SM1,?,1.621,0.381,0,0,5.067,APO
2018 SL1,?,1.216,0.161,0,0,6.737,AMO
2018 SK1,?,1.599,0.292,0,0,7.893,AMO
2018 SJ1,?,1.236,0.256,0,0,9.799,APO
2018 SH1,?,2.409,0.328,0,0,8.632,MCA
2018 SG1,?,2.348,0.334,0,0,8.356,MCA
2018 SF1,?,2.403,0.396,0,0,8.342,MCA
2018 SE1,?,2.659,0.403,0,0,8.491,MCA
2018 SD1,?,1.097,0.433,0,0,9.193,APO
2018 SC1,?,2.295,0.558,0,0,6.395,APO
2018 SB1,?,1.536,0.321,0,0,5.145,AMO
2018 SA1,?,2.965,0.595,0,0,11.209,AMO
2018 SZ,?,1.424,0.222,0,0,7.468,AMO
2018 SY,?,3.089,0.379,0,0,10.164,MBA
2018 SX,?,3.056,0.515,0,0,9.2,MCA
2018 SW,?,2.541,0.309,0,0,9.21,MBA
2018 SV,?,2.399,0.322,0,0,10.12,MCA
2018 SN,?,1.684,0.31,0,0,6.972,AMO
2018 SM,?,1.786,0.468,0,0,6.119,APO
2018 SL,?,1.531,0.281,0,0,14.333,AMO
2018 SK,?,1.397,0.321,0,0,5.55,APO
2018 SJ,?,3.318,0.336,0,0,13.966,OMB
2018 SH,?,2.735,0.507,0,0,8.879,MCA
2018 SG,?,2.495,0.408,0,0,8.362,MCA
2018 SF,?,3.118,0.366,0,0,10.513,MBA
2018 SE,?,2.582,0.377,0,0,11.722,MCA
2018 SD,?,1.93,0.303,0,0,6.757,MCA
2018 SC,?,1.256,0.454,0,0,7.256,APO
2018 SB,?,1.486,0.316,0,0,14.636,AMO
2018 SA,?,1.794,0.076,0,0,11.125,MCA
2018 RG38,?,2.421,0.246,0,0,8.788,MBA
2018 RF38,?,3.205,0.302,0,0,11.879,OMB
2018 RE38,?,2.668,0.156,0,0,10.259,MBA
2018 RD38,?,2.591,0.28,0,0,10.018,MBA
2018 RB38,?,2.981,0.196,0,0,10.097,MBA
2018 RZ37,?,2.26,0.23,0,0,8.4,MBA
2018 RY37,?,2.774,0.235,0,0,9.799,MBA
2018 RX37,?,2.322,0.269,0,0,8.493,MBA
2018 RU37,?,3.16,0.202,0,0,11.654,MBA
2018 RT37,?,3.122,0.139,0,0,11.342,MBA
2018 RS37,?,2.316,0.131,0,0,9.112,MBA
2018 RR37,?,2.193,0.214,0,0,8.209,MBA
2018 RQ37,?,2.147,0.171,0,0,8.54,MBA
2018 RP37,?,2.701,0.183,0,0,9.586,MBA
2018 RN37,?,3.13,0.084,0,0,11.561,MBA
2018 RM37,?,2.718,0.341,0,0,8.809,MBA
2018 RL37,?,2.727,0.145,0,0,10.457,MBA
2018 RK37,?,2.273,0.215,0,0,8.661,MBA
2018 RJ37,?,1.871,0.085,0,0,9.992,IMB
2018 RH37,?,2.321,0.201,0,0,11.434,MBA
2018 RF37,?,2.546,0.135,0,0,10.517,MBA
2018 RE37,?,2.13,0.311,0,0,10.066,MCA
2018 RD37,?,2.163,0.264,0,0,7.97,MCA
2018 RC37,?,3.129,0.268,0,0,10.129,MBA
2018 RB37,?,2.349,0.256,0,0,8.325,MBA
2018 RA37,?,3.101,0.165,0,0,11.31,MBA
2018 RZ36,?,2.324,0.235,0,0,8.749,MBA
2018 RY36,?,2.754,0.199,0,0,10.206,MBA
2018 RX36,?,3.08,0.205,0,0,10.18,MBA
2018 RW36,?,2.674,0.263,0,0,9.41,MBA
2018 RV36,?,2.398,0.325,0,0,8.057,MCA
2018 RU36,?,2.731,0.218,0,0,9.508,MBA
2018 RT36,?,2.313,0.148,0,0,8.995,MBA
2018 RS36,?,2.286,0.232,0,0,8.595,MBA
2018 RR36,?,3.057,0.188,0,0,11.302,MBA
2018 RQ36,?,2.262,0.23,0,0,11.504,MBA
2018 RP36,?,2.207,0.16,0,0,8.696,MBA
2018 RO36,?,2.722,0.163,0,0,10.211,MBA
2018 RM36,?,2.77,0.225,0,0,9.562,MBA
2018 RL36,?,2.288,0.231,0,0,8.245,MBA
2018 RK36,?,2.296,0.249,0,0,8.234,MBA
2018 RJ36,?,3.18,0.145,0,0,13.315,MBA
2018 RH36,?,2.568,0.181,0,0,10.19,MBA
2018 RF36,?,2.639,0.275,0,0,9.621,MBA
2018 RE36,?,1.778,0.076,0,0,10.161,MCA
2018 RD36,?,2.604,0.33,0,0,8.435,MBA
2018 RB36,?,2.98,0.246,0,0,10.524,MBA
2018 RA36,?,2.682,0.27,0,0,9.634,MBA
2018 RY35,?,1.896,0.134,0,0,9.526,MCA
2018 RX35,?,2.423,0.144,0,0,9.261,MBA
2018 RV35,?,2.839,0.145,0,0,10.876,MBA
2018 RU35,?,3.136,0.256,0,0,10.034,MBA
2018 RT35,?,3.152,0.228,0,0,10.205,MBA
2018 RS35,?,2.285,0.241,0,0,8.279,MBA
2018 RR35,?,2.714,0.117,0,0,9.773,MBA
2018 RQ35,?,2.604,0.282,0,0,8.771,MBA
2018 RP35,?,3.103,0.278,0,0,10.217,MBA
2018 RO35,?,2.949,0.048,0,0,10.993,MBA
2018 RN35,?,2.785,0.295,0,0,9.326,MBA
2018 RM35,?,3.179,0.228,0,0,12.944,MBA
2018 RL35,?,3.14,0.193,0,0,11.107,MBA
2018 RK35,?,2.651,0.129,0,0,13.344,MBA
2018 RJ35,?,2.244,0.198,0,0,10.948,MBA
2018 RH35,?,2.458,0.208,0,0,9.663,MBA
2018 RG35,?,2.281,0.23,0,0,8.657,MBA
2018 RF35,?,1.866,0.015,0,0,10.466,IMB
2018 RE35,?,2.604,0.235,0,0,13.616,MBA
2018 RD35,?,1.961,0.085,0,0,10.172,IMB
2018 RC35,?,3.124,0.242,0,0,12.237,MBA
2018 RB35,?,3.126,0.229,0,0,12.241,MBA
2018 RZ34,?,3.165,0.286,0,0,10.481,MBA
2018 RY34,?,2.353,0.263,0,0,8.381,MBA
2018 RW34,?,2.205,0.231,0,0,8.147,MBA
2018 RV34,?,3.178,0.275,0,0,10.539,MBA
2018 RU34,?,3.111,0.054,0,0,11.529,MBA
2018 RS34,?,2.265,0.129,0,0,8.913,MBA
2018 RR34,?,2.674,0.254,0,0,9.65,MBA
2018 RP34,?,3.478,0.142,0,0,11.126,OMB
2018 RN34,?,2.773,0.289,0,0,9.508,MBA
2018 RL34,?,2.283,0.289,0,0,8.3,MCA
2018 RK34,?,2.609,0.277,0,0,9.567,MBA
2018 RJ34,?,2.716,0.259,0,0,9.367,MBA
2018 RH34,?,2.334,0.243,0,0,8.881,MBA
2018 RG34,?,2.296,0.233,0,0,8.286,MBA
2018 RF34,?,2.763,0.197,0,0,10.816,MBA
2018 RE34,?,2.367,0.21,0,0,8.517,MBA
2018 RD34,?,2.601,0.179,0,0,10.049,MBA
2018 RC34,?,2.701,0.14,0,0,9.68,MBA
2018 RB34,?,1.853,0.058,0,0,10.394,IMB
2018 RA34,?,2.746,0.163,0,0,9.572,MBA
2018 RZ33,?,2.364,0.143,0,0,9.339,MBA
2018 RY33,?,2.451,0.218,0,0,8.674,MBA
2018 RX33,?,3.144,0.1,0,0,10.814,MBA
2018 RW33,?,2.726,0.036,0,0,10.238,MBA
2018 RU33,?,3.087,0.222,0,0,10.665,MBA
2018 RS33,?,2.309,0.213,0,0,8.414,MBA
2018 RR33,?,2.335,0.282,0,0,8.108,MBA
2018 RQ33,?,2.976,0.236,0,0,9.548,MBA
2018 RP33,?,2.387,0.34,0,0,8.425,MCA
2018 RO33,?,3.077,0.086,0,0,10.726,MBA
2018 RN33,?,2.317,0.175,0,0,8.668,MBA
2018 RM33,?,2.699,0.137,0,0,9.708,MBA
2018 RJ33,?,2.176,0.261,0,0,7.961,MCA
2018 RH33,?,3.119,0.263,0,0,10.145,MBA
2018 RG33,?,2.747,0.218,0,0,10.08,MBA
2018 RF33,?,2.774,0.203,0,0,9.747,MBA
2018 RE33,?,2.65,0.398,0,0,8.487,MCA
2018 RD33,?,3.067,0.229,0,0,10.036,MBA
2018 RC33,?,2.574,0.172,0,0,10.05,MBA
2018 RB33,?,3.946,0.352,0,0,10.371,OMB
2018 RA33,?,2.291,0.224,0,0,8.271,MBA
2018 RZ32,?,2.202,0.221,0,0,8.145,MBA
2018 RX32,?,2.339,0.138,0,0,9.06,MBA
2018 RW32,?,2.37,0.148,0,0,9.022,MBA
2018 RV32,?,3.958,0.355,0,0,10.424,OMB
2018 RU32,?,2.386,0.116,0,0,9.215,MBA
